article_id,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20
A0820,0.979,0.511,0.799,0.575,0.518,0.172,0.002,0.947,0.952,0.961,0.583,0.299,0.6,0.799,0.936,0.839,0.779,0.625,0.416,0.53
A0821,0.845,0.94,0.662,0.188,0.436,0.637,0.282,0.351,0.685,0.554,0.889,0.712,0.471,0.707,0.705,0.059,0.071,0.013,0.215,0.745
A0822,0.295,0.615,0.73,0.891,0.977,0.557,0.345,0.273,0.302,0.743,0.455,0.635,0.677,0.627,0.696,0.835,0.719,0.957,0.625,0.015
A0823,0.153,0.05,0.408,0.516,0.449,0.432,0.132,0.089,0.161,0.451,0.477,0.59,0.581,0.971,0.48,0.61,0.805,0.531,0.059,0.184
A0824,0.444,0.361,0.351,0.732,0.461,0.676,0.651,0.977,0.89,0.603,0.435,0.304,0.992,0.896,0.94,0.57,0.141,0.577,0.69,0.655
A0825,0.897,0.378,0.383,0.972,0.313,0.485,0.834,0.597,0.523,0.647,0.506,0.646,0.646,0.243,0.232,0.601,0.68,0.701,0.777,0.267
A0826,0.678,0.523,0.182,0.945,0.763,0.869,0.71,0.349,0.166,0.068,0.454,0.481,0.765,0.9,0.905,0.328,0.204,0.008,0.38,0.509
A0827,0.493,0.859,0.768,0.255,0.168,0.999,0.146,0.056,0.392,0.794,0.378,0.911,0.246,0.879,0.225,0.805,0.119,0.988,0.763,0.315
A0828,0.638,0.597,0.167,0.713,0.69,0.316,0.056,0.501,0.902,0.584,0.822,0.573,0.265,0.236,0.879,0.311,0.13,0.365,0.697,0.563
A0829,0.746,0.323,0.969,0.944,0.435,0.241,0.278,0.469,0.083,0.525,0.133,0.311,0.936,0.808,0.424,0.531,0.104,0.489,0.369,0.879
A0830,0.43,0.642,0.947,0.678,0.059,0.133,0.693,0.63,0.905,0.65,0.378,0.794,0.301,0.238,0.771,0.182,0.92,0.28,0.935,0.924
A0831,0.037,0.525,0.511,0.708,0.978,0.944,0.979,0.358,0.345,0.881,0.755,0.988,0.511,0.852,0.11,0.691,0.48,0.002,0.796,0.142
A0832,0.836,0.475,0.765,0.082,0.243,0.474,0.428,0.115,0.225,0.816,0.09,0.133,0.261,0.323,0.067,0.177,0.883,0.905,0.154,0.466
A0833,0.111,0.767,0.192,0.696,0.159,0.258,0.698,0.025,0.093,0.097,0.919,0.089,0.882,0.072,0.471,0.347,0.438,0.455,0.425,0.692
A0834,0.777,0.376,0.864,0.855,0.38,0.659,0.081,0.64,0.255,0.891,0.207,0.942,0.783,0.932,0.625,0.054,0.451,0.774,0.305,0.998
A0835,0.158,0.997,0.003,0.212,0.156,0.429,0.519,0.03,0.427,0.795,0.338,0.518,0.923,0.997,0.433,0.587,0.738,0.069,0.247,0.052
A0836,0.286,0.147,0.948,0.043,0.431,0.912,0.119,0.957,0.626,0.425,0.748,0.081,0.26,0.408,0.898,0.17,0.365,0.501,0.161,0.341
A0837,0.683,0.923,0.437,0.869,0.17,0.29,0.635,0.802,0.977,0.441,0.829,0.486,0.64,0.124,0.699,0.811,0.308,0.149,0.324,0.682
A0838,0.334,0.968,0.259,0.56,0.768,0.933,0.109,0.035,0.535,0.875,0.573,0.483,0.689,0.446,0.334,0.598,0.45,0.902,0.807,0.587
A0839,0.414,0.519,0.831,0.861,0.418,0.012,0.786,0.912,0.025,0.283,0.175,0.457,0.067,0.412,0.997,0.775,0.353,0.917,0.474,0.18
A0840,0.48,0.539,0.532,0.355,0.234,0.78,0.556,0.382,0.094,0.252,0.756,0.777,0.756,0.845,0.484,0.1,0.667,0.55,0.657,0.494
A0841,0.88,0.087,0.517,0.257,0.632,0.582,0.757,0.197,0.603,0.972,0.218,0.263,0.714,0.323,0.122,0.547,0.827,0.983,0.463,0.382
A0842,0.549,0.739,0.159,0.781,0.447,0.135,0.129,0.055,0.04,0.386,0.428,0.884,0.151,0.782,0.111,0.526,0.536,0.097,0.006,0.354
A0843,0.942,0.245,0.901,0.945,0.21,0.816,0.722,0.534,0.738,0.341,0.123,0.437,0.15,0.444,0.803,0.3,0.176,0.999,0.138,0.32
A0844,0.41,0.14,0.666,0.923,0.483,0.127,0.302,0.151,0.112,0.522,0.869,0.686,0.393,0.841,0.331,0.103,0.472,0.392,0.059,0.777
A0845,0.091,0.161,0.839,0.837,0.288,0.833,0.922,0.162,0.141,0.077,0.978,0.368,0.089,0.571,0.42,0.379,0.436,0.699,0.61,0.693
A0846,0.739,0.83,0.801,0.739,0.266,0.605,0.661,0.478,0.165,0.855,0.625,0.46,0.472,0.586,0.716,0.964,0.947,0.631,0.888,0.729
A0847,0.921,0.602,0.203,0.566,0.933,0.001,0.778,0.596,0.002,0.506,0.701,0.105,0.95,0.505,0.923,0.986,0.911,0.913,0.116,0.781
A0848,0.329,0.692,0.252,0.002,0.594,0.262,0.755,0.12,0.859,0.036,0.061,0.204,0.546,0.098,0.49,0.719,0.809,0.355,0.366,0.193
A0849,0.178,0.886,0.658,0.488,0.713,0.068,0.049,0.797,0.748,0.264,0.735,0.803,0.807,0.882,0.341,0.43,0.259,0.079,0.718,0.45
A0850,0.324,0.194,0.203,0.106,0.946,0.037,0.657,0.42,0.579,0.253,0.628,0.301,0.174,0.864,0.845,0.085,0.243,0.053,0.048,0.638
A0851,0.864,0.349,0.314,0.37,0.572,0.266,0.658,0.724,0.29,0.923,0.008,0.409,0.257,0.148,0.276,0.027,0.944,0.131,0.528,0.139
A0852,0.859,0.605,0.339,0.395,0.123,0.576,0.075,0.504,0.651,0.943,0.167,0.336,0.753,0.264,0.721,0.186,0.733,0.481,0.052,0.061
A0853,0.227,0.852,0.522,0.313,0.973,0.52,0.536,0.028,0.178,0.537,0.572,0.261,0.941,0.891,0.414,0.507,0.711,0.468,0.626,0.414
A0854,0.609,0.759,0.296,0.648,0.081,0.717,0.072,0.462,0.44,0.643,0.261,0.823,0.512,0.191,0.86,0.782,0.251,0.58,0.769,0.473
A0855,0.891,0.782,0.325,0.207,0.392,0.685,0.17,0.216,0.01,0.688,0.063,0.224,0.673,0.111,0.191,0.445,0.17,0.486,0.009,0.243
A0856,0.473,0.068,0.064,0.815,0.011,0.262,0.248,0.538,0.434,0.736,0.997,0.678,0.907,0.855,0.065,0.89,0.212,0.875,0.052,0.841
A0857,0.963,0.155,0.716,0.027,0.019,0.43,0.17,0.36,0.32,0.434,0.557,0.715,0.818,0.626,0.501,0.155,0.408,0.349,0.804,0.687
A0858,0.902,0.04,0.636,0.32,0.553,0.194,0.935,0.999,0.604,0.384,0.292,0.499,0.374,0.982,0.318,0.787,0.161,0.238,0.046,0.622
A0859,0.085,0.596,0.165,0.03,0.148,0.794,0.514,0.009,0.978,0.564,0.582,0.992,0.74,0.736,0.619,0.635,0.525,0.99,0.205,0.392
A0860,0.2,0.887,0.031,0.779,0.459,0.219,0.723,0.475,0.704,0.032,0.779,0.367,0.094,0.833,0.953,0.188,0.295,0.363,0.005,0.131
A0861,0.573,0.178,0.443,0.927,0.201,0.715,0.833,0.9,0.431,0.574,0.046,0.626,0.042,0.813,0.643,0.402,0.885,0.122,0.075,0.886
A0862,0.501,0.488,0.975,0.112,0.419,0.146,0.733,0.424,0.061,0.22,0.81,0.47,0.06,0.348,0.478,0.743,0.897,0.667,0.974,0.686
A0863,0.442,0.448,0.216,0.336,0.848,0.414,0.775,0.961,0.254,0.245,0.918,0.89,0.434,0.544,0.111,0.011,0.667,0.499,0.974,0.037
A0864,0.336,0.944,0.993,0.381,0.968,0.586,0.099,0.185,0.536,0.334,0.195,0.072,0.757,0.183,0.748,0.064,0.378,0.604,0.794,0.748
A0865,0.812,0.773,0.237,0.974,0.439,0.993,0.197,0.009,0.013,0.091,0.297,0.247,0.771,0.166,0.407,0.758,0.832,0.007,0.889,0.035
A0866,0.799,0.406,0.714,0.059,0.526,0.043,0.473,0.765,0.713,0.57,0.035,0.123,0.832,0.739,0.721,0.551,0.795,0.559,0.152,0.598
A0867,0.866,0.283,0.748,0.169,0.399,0.874,0.171,0.543,0.875,0.406,0.699,0.034,0.097,0.995,0.8,0.056,0.062,0.897,0.915,0.58
A0868,0.004,0.564,0.802,0.888,0.368,0.062,0.652,0.024,0.091,0.066,0.088,0.522,0.394,0.69,0.679,0.322,0.338,0.818,0.89,0.277
A0869,0.824,0.476,0.958,0.668,0.914,0.772,0.765,0.073,0.844,0.76,0.196,0.345,0.206,0.476,0.963,0.046,0.92,0.324,0.554,0.156
A0870,0.329,0.029,0.109,0.73,0.601,0.606,0.114,0.719,0.102,0.142,0.279,0.235,0.52,0.323,0.278,0.677,0.945,0.194,0.385,0.709
A0871,0.133,0.173,0.451,0.904,0.071,0.767,0.876,0.302,0.859,1.0,0.063,0.948,0.466,0.011,0.184,0.045,0.39,0.206,0.173,0.556
A0872,0.058,0.084,0.266,0.052,0.537,0.501,0.202,0.867,0.239,0.084,0.339,0.401,0.089,0.654,0.852,0.729,0.182,0.109,0.479,0.811
A0873,0.726,0.37,0.556,0.335,0.046,0.237,0.953,0.435,0.2,0.391,0.289,0.174,0.733,0.334,0.678,0.739,0.342,0.578,0.296,0.865
A0874,0.866,0.497,0.186,0.938,0.727,0.463,0.715,0.973,0.219,0.656,0.014,0.982,0.342,0.029,0.433,0.289,0.588,0.24,0.224,0.579
A0875,0.303,0.436,0.662,0.298,0.363,0.405,0.906,0.942,0.668,0.731,0.199,0.889,0.817,0.76,0.84,0.976,0.9,0.89,0.231,0.92
A0876,0.353,0.616,0.931,0.608,0.937,0.918,0.102,0.766,0.668,0.079,0.72,0.632,0.984,0.678,0.22,0.16,0.038,0.52,0.264,0.469
A0877,0.284,0.409,0.433,0.321,0.512,0.936,0.993,0.449,0.637,0.336,0.802,0.683,0.061,0.528,0.008,0.376,0.529,0.619,0.258,0.812
A0878,0.608,0.512,0.592,0.09,0.772,0.144,0.138,0.662,0.949,0.744,0.328,0.879,0.547,0.087,0.971,0.996,0.635,0.746,0.476,0.202
A0879,0.958,0.927,0.364,0.581,0.252,0.819,0.528,0.374,0.626,0.346,0.144,0.165,0.373,0.066,0.099,0.804,0.368,0.875,0.712,0.204
A0880,0.402,0.725,0.303,0.692,0.709,0.449,0.912,0.636,0.142,0.067,0.162,0.923,0.276,0.749,0.958,0.124,0.477,0.813,0.245,0.821
A0881,0.283,0.261,0.637,0.346,0.328,0.061,0.902,0.792,0.593,0.151,0.483,0.61,0.211,0.465,0.045,0.839,0.461,0.781,0.081,0.205
A0882,0.911,0.437,0.132,0.057,0.85,0.48,0.419,0.679,0.778,0.335,0.862,0.685,0.928,0.571,0.976,0.846,0.991,0.212,0.551,0.523
A0883,0.885,0.804,0.576,0.983,0.26,0.05,0.58,0.181,0.45,0.341,0.215,0.046,0.74,0.88,0.781,0.688,0.805,0.955,0.405,0.545
A0884,0.33,0.868,0.142,0.431,0.006,0.164,0.92,0.316,0.062,0.393,0.641,0.186,0.893,0.734,0.713,0.985,0.371,0.491,0.285,0.797
A0885,0.256,0.161,0.029,0.912,0.23,0.268,0.38,0.431,0.249,0.295,0.621,0.109,0.781,0.345,0.383,0.74,0.811,0.182,0.973,0.429
A0886,0.06,0.531,0.347,0.93,0.711,0.514,0.13,0.823,0.079,0.849,0.394,0.225,0.696,0.661,0.297,0.602,0.647,0.512,0.698,0.82
A0887,0.768,0.018,0.63,0.668,0.31,0.276,0.061,0.769,0.036,0.598,0.527,0.871,0.01,0.606,0.148,0.028,0.799,0.733,0.538,0.919
A0888,0.439,0.184,0.918,0.25,0.318,0.517,0.07,0.749,0.846,0.072,0.387,0.91,0.215,0.685,0.499,0.65,0.418,0.472,0.412,0.516
A0889,0.294,0.448,0.727,0.737,0.069,0.387,0.68,0.019,0.119,0.915,0.535,0.49,0.665,0.278,0.211,0.455,0.352,0.024,0.894,0.944
A0890,0.026,0.042,0.89,0.211,0.4,0.448,0.914,0.189,0.993,0.721,0.022,0.233,0.434,0.695,0.333,0.108,0.043,0.607,0.873,0.249
A0891,0.959,0.261,0.472,0.205,0.453,0.99,0.981,0.276,0.777,0.916,0.136,0.897,0.967,0.654,0.676,0.257,0.114,0.304,0.281,0.078
A0892,0.068,0.741,0.67,0.38,0.241,0.979,0.57,0.631,0.813,0.477,0.087,0.791,0.239,0.939,0.824,0.385,0.209,0.85,0.05,0.934
A0893,0.249,0.535,0.253,0.766,0.293,0.55,0.553,0.716,0.22,0.835,0.998,0.491,0.902,0.635,0.95,0.346,0.803,0.38,0.428,0.995
A0894,0.745,0.014,0.645,0.384,0.434,0.94,0.35,0.207,0.761,0.727,0.654,0.093,0.27,0.925,0.337,0.432,0.606,0.914,0.275,0.296
A0895,0.966,0.807,0.514,0.856,0.617,0.096,0.959,0.017,0.638,0.992,0.251,0.066,0.345,0.841,0.918,0.885,0.649,0.598,0.11,0.758
A0896,0.747,0.454,0.059,0.526,0.69,0.516,0.92,0.173,0.278,0.979,0.888,0.235,0.304,0.577,0.613,0.412,0.43,0.785,0.917,0.359
A0897,0.875,0.645,0.411,0.104,0.894,0.928,0.973,0.943,0.794,0.237,0.106,0.664,0.471,0.841,0.761,0.53,0.922,0.257,0.977,0.803
A0898,0.737,0.268,0.295,0.368,0.024,0.181,0.564,0.03,0.366,0.456,0.104,0.121,0.857,0.324,0.843,0.835,0.37,0.207,0.58,0.7
A0899,0.717,0.763,0.766,0.632,0.161,0.791,0.767,0.757,0.811,0.972,0.546,0.792,0.531,0.993,0.072,0.735,0.443,0.746,0.688,0.217
A0900,0.604,0.944,0.377,0.338,0.206,0.056,0.942,0.04,0.233,0.169,0.961,0.653,0.904,0.598,0.066,0.391,0.185,0.286,0.666,0.701
A0901,0.121,0.401,0.167,0.719,0.06,0.714,0.526,0.842,0.871,0.894,0.591,0.159,0.738,0.774,0.362,0.537,0.3,0.298,0.996,0.367
A0902,0.114,0.03,0.662,0.441,0.271,0.643,0.302,0.744,0.795,0.313,0.425,0.627,0.005,0.715,0.182,0.772,0.551,0.343,0.674,0.783
A0903,0.202,0.418,0.701,0.049,0.456,0.886,0.043,0.443,0.002,0.93,0.289,0.444,0.84,0.359,0.399,0.616,0.633,0.746,0.516,0.469
A0904,0.411,0.753,0.743,0.99,0.518,0.933,0.944,0.145,0.671,0.887,0.592,1.0,0.86,0.05,0.595,0.96,0.832,0.975,0.059,0.727
A0905,0.105,0.259,0.884,0.541,0.87,0.192,0.935,0.942,0.282,0.723,0.391,0.987,0.226,0.107,0.379,0.903,0.827,0.19,0.986,0.371
A0906,0.078,0.198,0.263,0.901,0.166,0.096,0.567,0.389,0.231,0.193,0.595,0.797,0.767,0.624,0.498,0.923,0.092,0.424,0.279,0.754
A0907,0.123,0.025,0.469,0.4,0.922,0.169,0.735,0.981,0.411,0.741,0.573,0.834,0.118,0.229,0.721,0.615,0.801,0.761,0.595,0.705
A0908,0.079,0.905,0.556,0.249,0.417,0.176,0.732,0.897,0.01,0.067,0.252,0.068,0.932,0.211,0.086,0.86,0.523,0.913,0.005,0.668
A0909,0.083,0.211,0.039,0.124,0.905,0.254,0.755,0.363,0.524,0.228,0.091,0.554,0.748,0.48,0.34,0.221,0.765,0.542,0.553,0.798
A0910,0.975,0.354,0.121,0.564,0.585,0.562,0.201,0.049,0.123,0.601,0.604,0.618,0.445,0.772,0.568,0.833,0.653,0.002,0.086,0.408
A0911,0.642,0.708,0.54,0.573,0.162,0.229,0.025,0.106,0.672,0.837,0.003,0.574,0.573,0.512,0.111,0.102,0.305,0.346,0.474,0.679
A0912,0.42,0.558,0.138,0.727,0.273,0.307,0.966,0.595,0.416,0.861,0.315,0.748,0.018,0.025,0.208,0.642,0.179,0.43,0.469,0.184
A0913,0.377,0.667,0.372,0.925,0.2,0.913,0.557,0.426,0.815,0.645,0.955,0.01,0.822,0.87,0.64,0.231,0.625,0.839,0.606,0.594
A0914,0.887,0.689,0.807,0.988,0.005,0.043,0.532,0.074,0.273,0.105,0.4,0.654,0.647,0.645,0.725,0.294,0.066,0.085,0.974,0.846
A0915,0.991,0.723,0.983,0.097,0.65,0.626,0.739,0.931,0.514,0.952,0.001,0.184,0.772,0.195,0.001,0.724,0.71,0.826,0.65,0.859
A0916,0.229,0.858,0.6,0.305,0.251,0.899,0.862,0.52,0.959,0.597,0.292,0.096,0.327,0.01,0.102,0.063,0.195,0.769,0.428,0.03
A0917,0.216,0.94,0.929,0.709,0.983,0.651,0.12,0.506,0.486,0.671,0.171,0.068,0.511,0.485,0.745,0.55,0.698,0.406,0.694,0.261
A0918,0.479,0.129,0.344,0.49,0.551,0.375,0.545,0.17,0.25,0.86,0.461,0.687,0.599,0.726,0.983,0.369,0.173,0.005,0.471,0.622
A0919,0.981,0.49,0.215,0.821,0.872,0.374,0.342,0.813,0.445,0.473,0.065,0.073,0.526,0.15,0.721,0.837,0.35,0.762,0.515,0.459
A0920,0.408,0.575,0.552,0.883,0.205,0.283,0.744,0.815,0.539,0.305,0.387,0.819,0.231,0.971,0.193,0.659,0.474,0.033,0.965,0.922
A0921,0.483,0.535,0.167,0.735,0.41,0.75,0.855,0.719,0.589,0.247,0.202,0.612,0.497,0.701,0.223,0.916,0.811,0.53,0.405,0.36
A0922,0.887,0.122,0.142,0.544,0.66,0.269,0.21,0.854,0.84,0.172,0.131,0.468,0.944,0.043,0.901,0.372,0.912,0.641,0.569,0.906
A0923,0.527,0.521,0.331,0.074,0.84,0.052,0.728,0.194,0.675,0.334,0.632,0.261,0.243,0.496,0.611,0.031,0.547,0.378,0.435,0.822
A0924,0.624,0.022,0.891,0.381,0.859,0.767,0.428,0.656,0.485,0.713,0.222,0.948,0.507,0.035,0.546,0.997,0.201,0.269,0.591,0.165
A0925,0.031,0.076,0.363,0.731,0.633,0.991,0.742,0.69,0.466,0.314,0.353,0.665,0.644,0.343,0.925,0.041,0.759,0.069,0.964,0.64
A0926,0.543,0.062,0.912,0.702,0.81,0.427,0.7,0.005,0.932,0.884,0.85,0.491,0.002,0.099,0.429,0.124,0.098,0.625,0.455,0.324
A0927,0.846,0.145,0.57,0.095,0.978,0.254,0.526,0.924,0.298,0.72,0.323,0.046,0.614,0.956,0.718,0.481,0.583,0.036,0.94,0.407
A0928,0.327,0.407,0.232,0.599,0.203,0.039,0.806,0.098,0.948,0.03,0.624,0.878,0.216,0.234,0.532,0.776,0.099,0.409,0.743,0.242
A0929,0.62,0.042,0.104,0.512,0.138,0.342,0.939,0.067,0.728,0.331,0.88,0.463,0.522,0.967,0.117,0.276,0.296,0.066,0.863,0.581
A0930,0.382,0.153,0.589,0.447,0.927,0.529,0.358,0.029,0.235,0.464,0.923,0.412,0.096,0.848,0.033,0.27,0.378,0.295,0.529,0.697
A0931,0.714,0.165,0.567,0.566,0.204,0.302,0.243,0.482,0.066,0.327,0.461,0.987,0.949,0.828,0.24,0.544,0.63,0.849,0.387,0.45
A0932,0.754,0.406,0.243,0.92,0.15,0.761,0.28,0.898,0.296,0.038,0.908,0.722,0.47,0.818,0.958,0.61,0.248,0.793,0.634,0.796
A0933,0.348,0.88,0.568,0.664,0.477,0.13,0.183,0.067,0.271,0.313,0.939,0.237,0.793,0.305,0.013,0.244,0.562,0.422,0.097,0.193
A0934,0.281,0.395,0.184,0.372,0.446,0.936,0.109,0.948,0.901,0.667,0.195,0.0,0.87,0.742,0.599,0.622,0.152,0.154,0.67,0.73
A0935,0.925,0.917,0.614,0.338,0.015,0.469,0.743,0.333,0.418,0.905,0.205,0.708,0.142,0.408,0.25,0.524,0.92,0.293,0.503,0.651
A0936,0.968,0.31,0.184,0.85,0.842,0.343,0.525,0.8,0.191,0.789,0.696,0.827,0.678,0.489,0.63,0.537,0.719,0.375,0.804,0.131
A0937,0.427,0.601,0.034,0.533,0.64,0.241,0.518,0.473,0.391,0.034,0.051,0.148,0.248,0.652,0.304,0.427,0.15,0.842,0.959,0.837
A0938,0.128,0.721,0.298,0.825,0.317,0.877,0.366,0.759,0.149,0.448,0.382,0.15,0.621,0.584,0.507,0.172,0.359,0.83,0.037,0.852
A0939,0.034,0.061,0.962,0.225,0.333,0.256,0.41,0.853,0.687,0.701,0.971,0.765,0.946,0.422,0.464,0.915,0.895,0.256,0.469,0.082
A0940,0.371,0.519,0.223,0.799,0.068,0.568,0.419,0.15,0.533,0.329,0.225,0.382,0.244,0.958,0.057,0.155,0.54,0.803,0.636,0.16
A0941,0.227,0.801,0.807,0.977,0.653,0.238,0.518,0.393,0.51,0.635,0.939,0.854,0.344,0.516,0.282,0.756,0.79,0.407,0.617,0.04
A0942,0.028,0.901,0.11,0.918,0.637,0.687,0.596,0.228,0.315,0.739,0.603,0.574,0.895,0.832,0.019,0.516,0.113,0.043,0.874,0.531
A0943,0.541,0.856,0.164,0.12,0.894,0.541,0.968,0.025,0.209,0.279,0.65,0.658,0.314,0.475,0.225,0.658,0.606,0.1,0.893,0.201
A0944,0.253,0.232,0.713,0.351,0.251,0.446,0.86,0.058,0.173,0.697,0.913,0.449,0.852,0.599,0.819,0.389,0.831,0.156,0.011,0.474
A0945,0.285,0.973,0.664,0.973,0.556,0.731,0.067,0.362,0.181,0.932,0.636,0.213,0.014,0.601,0.324,0.922,0.785,0.574,0.656,0.893
A0946,0.918,0.619,0.34,0.585,0.178,0.48,0.88,0.082,0.022,0.265,0.625,0.315,0.837,0.211,0.102,0.45,0.355,0.399,0.787,0.963
A0947,0.627,0.326,0.677,0.286,0.953,0.495,0.57,0.776,0.385,0.353,0.794,0.041,0.363,0.432,0.261,0.379,0.15,0.227,0.415,0.042
A0948,0.075,0.339,0.869,0.398,0.357,0.217,0.545,0.025,0.335,0.62,0.504,0.496,0.103,0.272,0.921,0.526,0.708,0.641,0.394,0.96
A0949,0.386,0.113,0.323,0.514,0.669,0.458,0.673,0.979,0.804,0.066,0.362,0.952,0.804,0.016,0.727,0.46,0.804,0.897,0.753,0.634
A0950,0.657,0.017,0.175,0.108,0.079,0.866,0.919,0.803,0.967,0.263,0.241,0.927,0.969,0.499,0.001,0.384,0.9,0.112,0.235,0.386
A0951,0.78,0.741,0.459,0.994,0.011,0.511,0.679,0.202,0.604,0.605,0.617,0.105,0.641,0.295,0.199,0.571,0.014,0.616,0.101,0.941
A0952,0.202,0.586,0.023,0.733,0.642,0.435,0.457,0.637,0.305,0.725,0.063,0.657,0.557,0.345,0.757,0.706,0.59,0.181,0.894,0.109
A0953,0.17,0.72,0.065,0.321,0.591,0.182,0.418,0.041,0.112,0.888,0.345,0.432,0.383,0.645,0.981,0.612,0.084,0.846,0.967,0.957
A0954,0.948,0.437,0.949,0.975,0.529,0.525,0.018,0.462,0.285,0.34,0.215,0.148,0.749,0.578,0.906,0.339,0.97,0.812,0.207,0.63
A0955,0.239,0.06,0.812,0.256,0.755,0.158,0.644,0.071,0.879,0.865,0.982,0.126,0.949,0.71,0.61,0.814,0.189,0.596,0.979,0.548
A0956,0.8,0.226,0.202,0.059,0.757,0.38,0.165,0.936,0.97,0.579,0.886,0.998,0.609,0.834,0.512,0.042,0.529,0.034,0.367,0.384
A0957,0.316,0.434,0.559,0.074,0.745,0.355,0.506,0.339,0.15,0.269,0.466,0.07,0.247,0.909,0.579,0.51,0.888,0.426,0.603,0.492
A0958,0.475,0.298,0.227,0.171,0.373,0.458,0.465,0.551,0.483,0.8,0.245,0.816,0.765,0.717,0.741,0.893,0.096,0.129,0.248,0.493
A0959,0.904,0.21,0.254,0.644,0.978,0.761,0.846,0.951,0.645,0.36,0.982,0.37,0.415,0.548,0.071,0.552,0.71,0.804,0.486,0.936
A0960,0.972,0.062,0.3,0.103,0.002,0.778,0.378,0.88,0.571,0.829,0.968,0.199,0.897,0.6,0.477,0.008,0.792,0.089,0.031,0.432
A0961,0.896,0.842,0.697,0.839,0.322,0.61,0.709,0.851,0.214,0.475,0.352,0.036,0.491,0.533,0.235,0.592,0.165,0.505,0.137,0.032
A0962,0.641,0.913,0.475,0.345,0.109,0.782,0.589,0.99,0.997,0.189,0.934,0.013,0.139,0.002,0.287,0.461,0.032,0.874,0.191,0.708
A0963,0.446,0.848,0.489,0.296,0.25,0.275,0.099,0.364,0.151,0.661,0.586,0.367,0.233,0.102,0.986,0.09,0.334,0.519,0.052,0.991
A0964,0.541,0.123,0.426,0.49,0.343,0.223,0.932,0.772,0.67,0.731,0.564,0.937,0.374,0.247,0.956,0.401,0.469,0.56,0.065,0.467
A0965,0.387,0.6,0.536,0.11,0.268,0.841,0.423,0.87,0.691,0.282,0.651,0.954,0.106,0.064,0.825,0.887,0.848,0.969,0.706,0.288
A0966,0.341,0.806,0.557,0.529,0.134,0.603,0.516,0.938,0.175,0.613,0.518,0.953,0.775,0.765,0.621,0.691,0.406,0.15,0.054,0.171
A0967,0.065,0.798,0.115,0.736,0.07,0.61,0.923,0.935,0.221,0.148,0.512,0.807,0.397,0.479,0.595,0.983,0.365,0.037,0.829,0.59
A0968,0.614,0.113,0.117,0.742,0.369,0.04,0.421,0.285,0.036,0.849,0.355,0.823,0.766,0.295,0.753,0.095,0.971,0.016,0.57,0.294
A0969,0.523,0.544,0.992,0.366,0.35,0.286,0.891,0.516,0.403,0.632,0.446,0.164,0.591,0.322,0.648,0.088,0.495,0.61,0.828,0.358
A0970,0.659,0.873,0.869,0.863,0.572,0.238,0.175,0.234,0.21,0.512,0.233,0.183,0.537,0.953,0.1,0.828,0.819,0.161,0.12,0.38
A0971,0.184,0.944,0.595,0.993,0.236,0.485,0.842,0.997,0.026,0.414,0.384,0.253,0.493,0.934,0.675,0.382,0.175,0.075,0.102,0.63
A0972,0.536,0.77,0.75,0.017,0.82,0.056,0.437,0.713,0.107,0.206,0.994,0.022,0.303,0.918,0.239,0.122,0.283,0.347,0.734,0.066
A0973,0.041,0.253,0.206,0.797,0.408,0.254,0.848,0.674,0.09,0.91,0.437,0.569,0.373,0.823,0.997,0.065,0.705,0.254,0.872,0.855
A0974,0.972,0.55,0.323,0.747,0.695,0.295,0.211,0.305,0.451,0.591,0.158,0.353,0.141,0.177,0.339,0.568,0.798,0.315,0.077,0.363
A0975,0.225,0.685,0.154,0.023,0.962,0.639,0.074,0.394,0.112,0.06,0.506,0.144,0.595,0.067,0.916,0.249,0.648,0.218,0.074,0.529
A0976,0.201,0.785,0.43,0.558,0.418,0.724,0.347,0.85,0.106,0.648,0.425,0.964,0.097,0.411,0.846,0.306,0.119,0.69,0.394,0.608
A0977,0.115,0.541,0.454,0.308,0.321,0.276,0.738,0.646,0.546,0.57,0.658,0.896,0.997,0.139,0.176,0.22,0.156,0.601,0.033,0.454
A0978,0.862,0.284,0.908,0.576,0.399,0.506,0.458,0.091,0.11,0.982,0.072,0.601,0.493,0.746,0.77,0.398,0.308,0.647,0.524,0.433
A0979,0.858,0.608,0.77,0.124,0.428,0.019,0.874,0.763,0.777,0.293,0.06,0.05,0.942,0.542,0.798,0.737,0.263,0.322,0.151,0.668
A0980,0.782,0.27,0.008,0.787,0.908,0.182,0.991,0.339,0.924,0.301,0.223,0.584,0.709,0.429,0.868,0.922,0.9,0.708,0.581,0.049
A0981,0.813,0.43,0.386,0.38,0.306,0.906,0.843,0.553,0.73,0.036,0.948,0.889,0.136,0.709,0.346,0.441,0.159,0.66,0.855,0.046
A0982,0.491,0.51,0.315,0.891,0.991,0.818,0.194,0.6,0.832,0.827,0.255,0.553,0.556,0.91,0.932,0.016,0.968,0.113,0.317,0.944
A0983,0.552,0.532,0.405,0.003,0.065,0.103,0.691,0.703,0.241,0.162,0.881,0.628,0.811,0.725,0.194,0.206,0.548,0.691,0.603,0.67
